tweetId,tweetDate,tweetText,hashtagList,location,numberRetweets,userMentions_userName,tweetSentiment
1031329437084798976,08-19-2018,RT @earthxorg: Today is #NationalHoneyBeeDay ? SIMPLE TRUTH: 1 in every 3 bites of food we eat is derived from plants pollinated by bees. (?,#NationalHoneyBeeDay,,9.0,@earthxorg,pos
1031328387829309440,08-19-2018,"RT @DannyKushmer: ?Combee only served one year of his most recent term in the Florida House. Then #QuittinCombee, announced his resignation?",#QuittinCombee,,1.0,@DannyKushmer,neg
1031328076599152640,08-19-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,211.0,"@ASPCA,@USDA",neg
1031326421132685312,08-19-2018,"RT @DannyKushmer: Dear Florida #Farmers & #Ranchers affected by #HurricaneIrma, please remember #quittincombee left @USDA?s FSA just when t?","#Farmers,#Ranchers,#HurricaneIrma,#quittincombee",,1.0,"@DannyKushmer,@USDA",neg
1031325199378128896,08-19-2018,"@SecretarySonny @PressSec @POTUS They want trade, not aid",,,0.0,"@SecretarySonny,@PressSec,@POTUS",neg
1031323572516610050,08-19-2018,"Dear Florida #Farmers & #Ranchers affected by #HurricaneIrma, please remember #quittincombee left @USDA?s FSA just? https://t.co/NUuQhOR7sL","#Farmers,#Ranchers,#HurricaneIrma,#quittincombee",,1.0,@USDA,neg
1031323425350942722,08-19-2018,Do you want to get on a fire management career track? It's time to check out the jobs open in the Northern Region.? https://t.co/oTGCNLuUMy,,,0.0,,pos
1031322942225829888,08-19-2018,@ForestServiceNW @forestservice @OkaWenNF @komonews @fox12oregon @KIRO7Seattle @KING5Seattle @Q13FOX @USDA @nwfireblog @R5_Fire_News ?,,,0.0,"@ForestServiceNW,@forestservice,@OkaWenNF,@komonews,@fox12oregon,@KIRO7Seattle,@KING5Seattle,@Q13FOX,@USDA,@nwfireblog,@R5_Fire_News",neg
1031317890971197445,08-19-2018,"We want to congratulate the @USDA and Ken Peterson, Chief of the Audit Services Branch at @USDA_AMS Specialty Crop? https://t.co/duL8rTI83k|||0|@USDA,@USDA_AMS
1031317470861316096|08-19-2018|RT @PecanSouth: The National Pecan Federation met with Under Secretary Bill Northey, @BillAtUSDA, and other @USDA officials earlier this we?|||7|@PecanSouth,@BillAtUSDA,@USDA
1031317112147636230|08-19-2018|RT @USDA: About 1 mouthful in 3 in our diets directly or indirectly benefits from honey bee pollination, making bees critically valuable to?|||42|@USDA
1031315512331055104|08-19-2018|RT @PecanSouth: The National Pecan Federation met with Under Secretary Bill Northey, @BillAtUSDA, and other @USDA officials earlier this we?|||7|@PecanSouth,@BillAtUSDA,@USDA
1031313285402918913|08-19-2018|@ForestServiceNW @R5_Fire_News @forestservice @OkaWenNF @komonews @fox12oregon @KIRO7Seattle @KING5Seattle @Q13FOX @USDA @nwfireblog ??????|||0|@ForestServiceNW,@R5_Fire_News,@forestservice,@OkaWenNF,@komonews,@fox12oregon,@KIRO7Seattle,@KING5Seattle,@Q13FOX,@USDA,@nwfireblog
1031312616357081088|08-19-2018|@NDC_ie HAAAAA. @US_FDA @USDANutrition @USDAFoodSafety @USDA GO AHEAD WE DARE U ACTUALLY WE ENCOURAGE U TO PLAY GAM? https://t.co/1SllPxWiMP|||0|@NDC_ie,@US_FDA,@USDANutrition,@USDAFoodSafety,@USDA
1031309652506681345|08-19-2018|RT @TysonFoods: We?re setting a new standard in beef production by becoming the first #food company to license Progressive Beef?, the large?|#food||16|@TysonFoods
1031307356921942016|08-19-2018|I'm glad that media in #SantaClarita ran another story using misleading attacks on a college student. Instead of hi? https://t.co/1iTG8pVTCw|#SantaClarita||1|
1031306019836780545|08-19-2018|RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?|||211|@ASPCA,@USDA
1031303640437477376|08-19-2018|RT @PecanSouth: The National Pecan Federation met with Under Secretary Bill Northey, @BillAtUSDA, and other @USDA officials earlier this we?|||7|@PecanSouth,@BillAtUSDA,@USDA
1031303193727303682|08-19-2018|RT @USDA: On #WorldPhotoDay, we want to capture the beauty of agriculture and all that it has to offer. Whether you're on a farm, visiting?|#WorldPhotoDay||24|@USDA
1031298650809528326|08-19-2018|@FarmersGov Safari has you blocked for some reason, I can't open your website.|||0|@FarmersGov
1031297550551269376|08-19-2018|There is much work to be done in the Southern Appalachians several tree species are diseased, not to mention the sp? https://t.co/wnXCWY78eu|||0|
1031294601284526080|08-19-2018|RT @USDA: On #WorldPhotoDay, we want to capture the beauty of agriculture and all that it has to offer. Whether you're on a farm, visiting?|#WorldPhotoDay||24|@USDA
1031290260343402502|08-19-2018|RT @EmilySolly: Just coming back from visiting and sampling in one of the coolest and most well organized global change experiments ever! I?|||2|@EmilySolly
1031286024754929664|08-19-2018|Third outbreak of #ASFV in China via @orionbio #RIGEL biosurveillance system @KSU_NABC @GlobalBioD @BiodefenseNews? https://t.co/pc2qp7PvRN|#ASFV,#RIGEL||0|@orionbio,@KSU_NABC,@GlobalBioD,@BiodefenseNews
1031280677671583746|08-19-2018|@USDA 
@USDAFoodSafety 
@SecretarySonny https://t.co/KFu8gLFTwA|||0|@USDA,@USDAFoodSafety,@SecretarySonny
1031276546986844160|08-19-2018|@USDA Working in the field (Agricultural Consultant) in California's Central Valley #WorldPhotoDay #agriculture? https://t.co/EZ47JlzlwF|#WorldPhotoDay,#agriculture||0|@USDA
1031274680022257664|08-19-2018|RT @randallefish: Obesity rates over the last 30 years from @CDCgov. Now, almost 21% of total annual healthcare spending ($190B) is directl?|||1|@randallefish,@CDCgov
1031271665429180416|08-19-2018|RT @GlobalBioD: The Junior Disease Detectives: Operation Outbreak Graphic Novel https://t.co/2DflrMG8cQ mt @CDCgov @4H @USDA @USDAPress htt?|||3|@GlobalBioD,@CDCgov,@4H,@USDA,@USDAPress
1031270385860272129|08-19-2018|RT @USDA: On #WorldPhotoDay, we want to capture the beauty of agriculture and all that it has to offer. Whether you're on a farm, visiting?|#WorldPhotoDay||24|@USDA
1031268479419265024|08-19-2018|RT @earthxorg: Today is #NationalHoneyBeeDay ? SIMPLE TRUTH: 1 in every 3 bites of food we eat is derived from plants pollinated by bees. (?|#NationalHoneyBeeDay||9|@earthxorg
1031268223809937408|08-19-2018|RT @FarmersGov: This #NationalHoneyBeeDay - check out one of the many innovative programs supported by @USDA_NRCS that helps farmers and ra?|#NationalHoneyBeeDay||13|@FarmersGov,@USDA_NRCS
1031263231686451201|08-19-2018|RT @USDA: On #WorldPhotoDay, we want to capture the beauty of agriculture and all that it has to offer. Whether you're on a farm, visiting?|#WorldPhotoDay||24|@USDA
1031262456721678337|08-19-2018|The Junior Disease Detectives: Operation Outbreak Graphic Novel https://t.co/2DflrMG8cQ mt @CDCgov @4H @USDA? https://t.co/cCZ0VCAjtL|||3|@CDCgov,@4H,@USDA
1031260745936330753|08-19-2018|RT @wefishhm70: @POTUS @DOIDepSec @SecretaryRoss @SecretaryPerry @EPAAWheeler @SecretarySonny @SecretaryAcosta @DonaldJTrump @westerncaucus?|||4|@wefishhm70,@POTUS,@DOIDepSec,@SecretaryRoss,@SecretaryPerry,@EPAAWheeler,@SecretarySonny,@SecretaryAcosta,@DonaldJTrump,@westerncaucus
1031260359871668224|08-19-2018|?Combee only served one year of his most recent term in the Florida House. Then #QuittinCombee, announced his resig? https://t.co/IeRY978Ssu|#QuittinCombee||1|
1031257709595832322|08-19-2018|Heidi Heitkamp knows that farmers are the backbone in #ND and works tirelessly to support them by passing bipartisa? https://t.co/tXVAYZnaJr|#ND||0|
1031256325995601921|08-19-2018|[ECONOMÍA] La @USDA pronostica que los suministros de trigo serán ?menores? para la temporada 2018/2019, lo que sum? https://t.co/uNHyhTx8nY|||0|@USDA
1031255874860449794|08-19-2018|@MastersVccc @Jim_Jordan @RepMattGaetz @realDonaldTrump @seanhannity @PressSec @SebGorka @KellyannePolls? https://t.co/5SsizkZsb1|||0|@MastersVccc,@Jim_Jordan,@RepMattGaetz,@realDonaldTrump,@seanhannity,@PressSec,@SebGorka,@KellyannePolls
1031252559414087680|08-19-2018|@SecretarySonny @SecretaryZinke @SecretaryRoss @larry_kudlow @RepKevinBrady @SenTedCruz https://t.co/kSw6wQNmNr|||0|@SecretarySonny,@SecretaryZinke,@SecretaryRoss,@larry_kudlow,@RepKevinBrady,@SenTedCruz
1031252410814083072|08-19-2018|Watch the archive! Food Safety and Preparedness Webinar at https://t.co/N6wqTdj1tb  

#schools learn 
1. how to pro? https://t.co/5aeWrHuKTH|#schools||0|
1031251278112804864|08-19-2018|@ForestServiceNW @R5_Fire_News @forestservice @OkaWenNF @komonews @fox12oregon @KIRO7Seattle @KING5Seattle @Q13FOX @USDA @nwfireblog ????|||0|@ForestServiceNW,@R5_Fire_News,@forestservice,@OkaWenNF,@komonews,@fox12oregon,@KIRO7Seattle,@KING5Seattle,@Q13FOX,@USDA,@nwfireblog
1031248298282233860|08-19-2018|@PresidentIRL @USSupremeCourt @ChicagosMayor @HUDgov @DeptofDefense @PutinRF_Eng @HillaryClinton Germany ?? Unregul? https://t.co/sl9qTqb23n|||0|@PresidentIRL,@USSupremeCourt,@ChicagosMayor,@HUDgov,@DeptofDefense,@PutinRF_Eng,@HillaryClinton
1031244217711054848|08-19-2018|@Jim_Jordan @RepMattGaetz @realDonaldTrump @seanhannity @PressSec @SebGorka @KellyannePolls @SenTedCruz @RandPaul? https://t.co/nGoEqfjelg|||0|@Jim_Jordan,@RepMattGaetz,@realDonaldTrump,@seanhannity,@PressSec,@SebGorka,@KellyannePolls,@SenTedCruz,@RandPaul
1031244153525424129|08-19-2018|RT @SGottliebFDA: And we're continuing work on the safe use of untreated biological soil amendments of animal origin, such as raw manure. @?|||2|@SGottliebFDA
1031242509094203392|08-19-2018|RT @instructorbaker: @Pam2189 @ForestServiceNW @forestservice @OkaWenNF @komonews @fox12oregon @KIRO7Seattle @KING5Seattle @Q13FOX @USDA @n?|||3|@instructorbaker,@Pam2189,@ForestServiceNW,@forestservice,@OkaWenNF,@komonews,@fox12oregon,@KIRO7Seattle,@KING5Seattle,@Q13FOX,@USDA
1031242492157538304|08-19-2018|@instructorbaker @ForestServiceNW @forestservice @OkaWenNF @komonews @fox12oregon @KIRO7Seattle @KING5Seattle? https://t.co/zAUiIhmAWk|||1|@instructorbaker,@ForestServiceNW,@forestservice,@OkaWenNF,@komonews,@fox12oregon,@KIRO7Seattle,@KING5Seattle
1031242022785568768|08-19-2018|RT @moscarielloe: Wheat: EU July Production Changes by @USDA 

#wheat #EU https://t.co/e2yLWEA6sc|#wheat,#EU||11|@moscarielloe,@USDA
1031241897468223488|08-19-2018|RT @FarmPolicy: Cut to global #wheat production supports an increase in U.S. all-wheat exports- #EU wheat exports projected down from last?|#wheat,#EU||3|@FarmPolicy
1031240335668604928|08-19-2018|@Pam2189 @ForestServiceNW @forestservice @OkaWenNF @komonews @fox12oregon @KIRO7Seattle @KING5Seattle @Q13FOX @USDA? https://t.co/jNsH4gqMIj|||3|@Pam2189,@ForestServiceNW,@forestservice,@OkaWenNF,@komonews,@fox12oregon,@KIRO7Seattle,@KING5Seattle,@Q13FOX,@USDA
1031239533591810049|08-19-2018|RT @ChaudharyKirpal: If we want to Double income of farmers... So we have to stop Privatization of agricultural Education... It's our humbl?|||14|@ChaudharyKirpal
1031238858854133761|08-19-2018|RT @Pam2189: @ForestServiceNW @forestservice @OkaWenNF @komonews @fox12oregon @KIRO7Seattle @KING5Seattle @Q13FOX @USDA @nwfireblog @R5_Fir?|||5|@Pam2189,@ForestServiceNW,@forestservice,@OkaWenNF,@komonews,@fox12oregon,@KIRO7Seattle,@KING5Seattle,@Q13FOX,@USDA,@nwfireblog
1031238545745297408|08-19-2018|@ForestServiceNW @forestservice @OkaWenNF @komonews @fox12oregon @KIRO7Seattle @KING5Seattle @Q13FOX @USDA? https://t.co/ilsT7FJkhN|||5|@ForestServiceNW,@forestservice,@OkaWenNF,@komonews,@fox12oregon,@KIRO7Seattle,@KING5Seattle,@Q13FOX,@USDA
1031238015409156096|08-19-2018|@S_Dara_Nsui @nsui @Fairoz_JK @AbhimanyuPooni5 @VasundharaBJP @SatveerINC @PMOIndia @ToniPreckwinkle @DeptofDefense? https://t.co/b80UiTC3xb|||0|@S_Dara_Nsui,@nsui,@Fairoz_JK,@AbhimanyuPooni5,@VasundharaBJP,@SatveerINC,@PMOIndia,@ToniPreckwinkle,@DeptofDefense
1031237885054279680|08-19-2018|@USDA @US_Wildfire @SecretarySonny Perhaps we are looking to close at the Forests habitats.. 
& do not realize the? https://t.co/3WIkao0GDV|||0|@USDA,@US_Wildfire,@SecretarySonny
1031237745526628354|08-19-2018|@USDA 
@USDAFoodSafety 
@SecretarySonny https://t.co/4KPhUC3AUJ|||0|@USDA,@USDAFoodSafety,@SecretarySonny
1031237034487304193|08-19-2018|@BLMWyoming @BLMWHB There is a push to legalize #horse slaughter in the US, they claim due to unwanted horses. Is? https://t.co/3HhMw43kPA|#horse||0|@BLMWyoming,@BLMWHB
1031236911984254976|08-19-2018|@S_Dara_Nsui @nsui @Fairoz_JK @AbhimanyuPooni5 @VasundharaBJP @SatveerINC @PMOIndia @ToniPreckwinkle Longitude & la? https://t.co/eWOCJJ1twO|||0|@S_Dara_Nsui,@nsui,@Fairoz_JK,@AbhimanyuPooni5,@VasundharaBJP,@SatveerINC,@PMOIndia,@ToniPreckwinkle
1031235947940270080|08-19-2018|RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?|||211|@ASPCA,@USDA
1031235864305655808|08-19-2018|@ForestServiceNW @forestservice @OkaWenNF @komonews @fox12oregon @KIRO7Seattle @KING5Seattle @Q13FOX @USDA? https://t.co/rOaks49cIk|||1|@ForestServiceNW,@forestservice,@OkaWenNF,@komonews,@fox12oregon,@KIRO7Seattle,@KING5Seattle,@Q13FOX,@USDA
1031232715272736770|08-19-2018|RT @TysonFoods: We?re setting a new standard in beef production by becoming the first #food company to license Progressive Beef?, the large?|#food||16|@TysonFoods
1031232228863471617|08-19-2018|RT @FarmersGov: This #WorldPhotographyDay - view fantastic photos & success stories with news farmers and ranchers can use"" in our #Friday?",#WorldPhotographyDay,,3.0,@FarmersGov,pos
1031227589002776576,08-19-2018,"RT @donsoutdoor: I know the emphasis is on western states right now, but we need just as much help in our eastern forests. Hope the effort?",,,2.0,@donsoutdoor,neg
